case_id,country,date,state,court_name,age,gender,race_ethnicity,income_level,annual_income_usd,crime_type,severity_category,prior_cases,legal_representation,location_type,bail_amount_usd,pretrial_detention_days,bail_granted
CASE_4797,USA,2023-01-29,New York,New York City Criminal Court,40,Female,Asian,High,319704,Theft,Medium,5,Yes,Rural,8749,25,0
CASE_4798,USA,2024-01-11,New York,New York City Criminal Court,20,Female,White,Medium,45771,Theft,Low,3,No,Urban,2930,102,1
CASE_4799,USA,2023-12-01,Illinois,Cook County Circuit Court,60,Male,White,Medium,65809,Fraud,High,3,Yes,Rural,124845,243,0
CASE_4800,USA,2022-09-05,Illinois,Cook County Circuit Court,70,Female,Black,High,188309,Fraud,Low,3,Yes,Urban,5833,225,1
CASE_4801,USA,2022-09-05,Arizona,Maricopa County Superior Court,67,Female,Hispanic,Medium,52771,Theft,High,1,Yes,Urban,131830,226,0
CASE_4802,USA,2022-11-02,New York,New York City Criminal Court,22,Female,Hispanic,Low,16810,Theft,Medium,1,No,Rural,24352,520,0
CASE_4803,USA,2024-01-10,Texas,Harris County District Court,57,Female,White,High,124303,Theft,Medium,5,No,Urban,13650,267,0
CASE_4804,USA,2023-08-16,New York,New York City Criminal Court,61,Male,Hispanic,Low,29891,Fraud,Medium,2,Yes,Rural,26878,236,0
CASE_4805,USA,2022-07-14,Arizona,Maricopa County Superior Court,37,Female,Asian,High,496152,Assault,Low,3,No,Urban,1389,73,1
CASE_4806,USA,2022-05-04,Illinois,Cook County Circuit Court,19,Female,Native American,High,196871,Theft,Medium,0,No,Urban,13062,407,1
CASE_4807,USA,2023-05-26,Arizona,Maricopa County Superior Court,39,Male,White,Medium,82056,Theft,Low,2,No,Urban,4950,331,1
CASE_4808,USA,2022-01-12,New York,New York City Criminal Court,42,Female,Black,High,409204,WhiteCollar,High,0,No,Urban,82276,351,1
CASE_4809,USA,2022-05-02,New York,New York City Criminal Court,68,Female,Hispanic,Medium,50355,Fraud,Medium,4,No,Urban,21853,173,0
CASE_4810,USA,2023-01-17,California,Superior Court of California,45,Male,Hispanic,Medium,45007,Theft,High,5,No,Urban,34388,136,0
CASE_4811,USA,2022-12-06,California,Superior Court of California,61,Female,Hispanic,Low,16319,Fraud,Low,1,Yes,Urban,2340,349,1
CASE_4812,USA,2024-02-10,California,Superior Court of California,62,Female,White,Low,25441,Assault,High,2,No,Urban,145164,454,0
CASE_4813,USA,2024-03-04,California,Superior Court of California,26,Female,Asian,High,113032,Assault,Medium,5,No,Urban,9907,79,0
CASE_4814,USA,2022-09-11,New York,New York City Criminal Court,40,Female,Hispanic,High,377581,Assault,Medium,3,Yes,Urban,15976,194,1
CASE_4815,USA,2023-05-08,Arizona,Maricopa County Superior Court,18,Female,Asian,High,185615,Assault,Medium,0,No,Urban,10207,270,1
CASE_4816,USA,2022-06-08,Texas,Harris County District Court,37,Male,Black,Medium,57969,Assault,High,1,Yes,Urban,138570,273,0
CASE_4817,USA,2022-10-29,Illinois,Cook County Circuit Court,34,Female,Hispanic,Low,28413,Fraud,Medium,1,Yes,Urban,21203,190,1
CASE_4818,USA,2023-07-13,California,Superior Court of California,53,Female,Hispanic,Medium,85946,Theft,Low,2,Yes,Rural,2070,85,1
CASE_4819,USA,2023-03-10,Texas,Harris County District Court,18,Female,Native American,Medium,71083,Theft,Low,3,No,Urban,1119,337,1
CASE_4820,USA,2023-11-06,New York,New York City Criminal Court,20,Female,Hispanic,Low,31105,Theft,High,5,No,Urban,160445,187,0
CASE_4821,USA,2023-02-14,California,Superior Court of California,55,Female,Native American,Low,24131,WhiteCollar,High,1,Yes,Rural,176410,423,0
CASE_4822,USA,2023-06-24,Texas,Harris County District Court,33,Female,Black,Medium,72873,Fraud,Low,3,Yes,Urban,2434,161,1
CASE_4823,USA,2022-04-22,Illinois,Cook County Circuit Court,35,Female,White,Medium,38245,Theft,High,3,Yes,Urban,83017,45,0
CASE_4824,USA,2022-01-22,New York,New York City Criminal Court,45,Male,Black,Low,26809,WhiteCollar,Medium,4,Yes,Rural,10552,396,0
CASE_4825,USA,2023-08-24,Illinois,Cook County Circuit Court,50,Female,White,High,471443,Theft,Medium,0,No,Urban,5919,182,0
CASE_4826,USA,2023-01-06,Texas,Harris County District Court,55,Female,Asian,Low,21573,Fraud,Low,4,Yes,Rural,3192,87,1
CASE_4827,USA,2023-10-31,Arizona,Maricopa County Superior Court,20,Male,White,High,261395,Theft,Medium,4,No,Rural,22609,160,1
CASE_4828,USA,2024-01-28,Arizona,Maricopa County Superior Court,56,Female,Black,Low,17237,WhiteCollar,Medium,2,Yes,Urban,30901,307,0
CASE_4829,USA,2023-06-16,Illinois,Cook County Circuit Court,62,Male,Asian,Low,15205,WhiteCollar,Medium,5,Yes,Rural,23935,159,1
CASE_4830,USA,2023-11-08,New York,New York City Criminal Court,36,Female,Hispanic,High,292528,Theft,High,0,Yes,Urban,96591,237,1
CASE_4831,USA,2022-12-28,California,Superior Court of California,39,Female,White,Low,21008,Fraud,Medium,1,Yes,Urban,12421,305,1
CASE_4832,USA,2023-04-28,California,Superior Court of California,56,Male,Native American,Medium,77162,Theft,Medium,5,No,Rural,22601,207,0
CASE_4833,USA,2022-05-10,California,Superior Court of California,53,Male,Hispanic,High,187966,Assault,Low,4,No,Rural,848,69,0
CASE_4834,USA,2022-05-05,Texas,Harris County District Court,59,Female,White,Low,19142,Theft,Low,5,No,Rural,5256,275,1
CASE_4835,USA,2023-04-25,California,Superior Court of California,18,Male,White,Medium,62023,Fraud,Medium,4,Yes,Urban,16677,323,0
CASE_4836,USA,2023-05-22,New York,New York City Criminal Court,31,Female,Native American,Medium,74092,Assault,Medium,5,Yes,Urban,6333,124,1
CASE_4837,USA,2024-02-09,California,Superior Court of California,52,Female,Native American,High,347768,Fraud,Medium,0,Yes,Urban,10414,196,1
CASE_4838,USA,2023-11-21,Texas,Harris County District Court,47,Female,Asian,High,130429,Fraud,High,5,Yes,Rural,73494,83,0
CASE_4839,USA,2022-12-17,Texas,Harris County District Court,42,Male,White,Low,33681,Fraud,High,5,Yes,Urban,147992,194,1
CASE_4840,USA,2023-05-17,New York,New York City Criminal Court,66,Female,Black,Low,30924,Theft,Low,1,Yes,Rural,3603,326,1
CASE_4841,USA,2022-10-11,Texas,Harris County District Court,45,Female,Hispanic,High,295864,WhiteCollar,Low,3,Yes,Urban,2414,274,1
CASE_4842,USA,2023-10-19,Texas,Harris County District Court,29,Female,Native American,Medium,41373,Assault,Medium,2,No,Urban,7112,167,1
CASE_4843,USA,2022-02-19,California,Superior Court of California,52,Male,Asian,Medium,89970,Theft,Medium,5,No,Urban,19941,95,0
CASE_4844,USA,2022-07-19,Texas,Harris County District Court,42,Female,Hispanic,Medium,54434,Theft,Low,2,Yes,Urban,3767,282,1
CASE_4845,USA,2023-02-14,California,Superior Court of California,56,Male,Hispanic,High,156886,Theft,Medium,1,No,Urban,14261,364,1
CASE_4846,USA,2023-06-15,New York,New York City Criminal Court,36,Male,White,Medium,82689,Assault,Low,1,No,Rural,517,210,1
CASE_4847,USA,2022-04-18,Illinois,Cook County Circuit Court,60,Female,Native American,High,380026,Theft,Medium,4,Yes,Rural,19754,167,1
CASE_4848,USA,2023-09-02,Texas,Harris County District Court,54,Female,Black,High,475840,Assault,Medium,0,No,Rural,13461,208,1
CASE_4849,USA,2023-01-08,California,Superior Court of California,46,Female,Hispanic,Low,24855,WhiteCollar,Medium,2,Yes,Rural,12228,237,0
CASE_4850,USA,2023-03-07,Illinois,Cook County Circuit Court,53,Female,Black,High,113370,Assault,Medium,2,Yes,Rural,30172,337,1
CASE_4851,USA,2023-06-10,New York,New York City Criminal Court,20,Female,Asian,High,228090,Assault,Medium,5,Yes,Urban,16552,106,0
CASE_4852,USA,2023-10-09,New York,New York City Criminal Court,57,Male,Hispanic,Medium,54629,WhiteCollar,Medium,4,No,Urban,25388,332,1
CASE_4853,USA,2022-07-13,Illinois,Cook County Circuit Court,40,Male,Hispanic,Low,31250,Theft,High,1,No,Urban,195937,367,0
CASE_4854,USA,2022-08-27,Illinois,Cook County Circuit Court,20,Female,Asian,Low,31082,Assault,High,3,No,Urban,92432,386,0
CASE_4855,USA,2022-01-21,New York,New York City Criminal Court,35,Male,Black,High,180172,Theft,Low,2,Yes,Urban,5263,346,1
CASE_4856,USA,2023-05-15,Texas,Harris County District Court,29,Male,Hispanic,Medium,82196,Assault,Low,2,No,Urban,3243,439,0
CASE_4857,USA,2022-07-15,New York,New York City Criminal Court,26,Female,Black,Medium,44924,Fraud,Medium,1,No,Urban,22727,313,0
CASE_4858,USA,2022-03-18,Texas,Harris County District Court,51,Male,Hispanic,Medium,71808,Fraud,Low,5,No,Rural,5473,281,1
CASE_4859,USA,2024-03-09,Texas,Harris County District Court,35,Male,Black,Low,27969,Fraud,Medium,3,No,Urban,15325,403,1
CASE_4860,USA,2022-11-13,Texas,Harris County District Court,60,Male,Native American,Medium,56985,Fraud,Low,5,Yes,Urban,3384,119,1
CASE_4861,USA,2023-03-25,Arizona,Maricopa County Superior Court,51,Male,Hispanic,Medium,37821,Theft,Low,2,No,Rural,2020,266,1
CASE_4862,USA,2023-05-08,New York,New York City Criminal Court,59,Male,Hispanic,Medium,71146,WhiteCollar,Medium,4,No,Urban,21856,466,0
CASE_4863,USA,2023-08-16,Illinois,Cook County Circuit Court,48,Male,Asian,Medium,63601,Theft,High,3,Yes,Urban,30221,138,0
CASE_4864,USA,2023-10-21,New York,New York City Criminal Court,18,Male,Native American,High,185431,Fraud,Medium,0,Yes,Urban,22048,55,1
CASE_4865,USA,2023-03-13,Arizona,Maricopa County Superior Court,35,Female,Native American,Medium,56606,Assault,Medium,4,Yes,Rural,16697,26,1
CASE_4866,USA,2022-03-18,New York,New York City Criminal Court,58,Male,Asian,High,172057,Theft,Medium,3,Yes,Rural,13881,263,1
CASE_4867,USA,2023-03-26,Illinois,Cook County Circuit Court,49,Female,Hispanic,High,401954,Theft,Low,3,No,Urban,5510,133,1
CASE_4868,USA,2024-01-20,Illinois,Cook County Circuit Court,44,Female,Asian,High,193660,WhiteCollar,High,5,Yes,Urban,118731,84,0
CASE_4869,USA,2022-11-27,New York,New York City Criminal Court,53,Male,Native American,Low,22263,Assault,Low,3,Yes,Urban,2147,352,1
CASE_4870,USA,2023-01-04,Arizona,Maricopa County Superior Court,19,Female,Asian,High,354939,WhiteCollar,High,2,No,Urban,128849,258,0
CASE_4871,USA,2023-08-02,California,Superior Court of California,53,Male,Asian,Low,28306,WhiteCollar,High,3,Yes,Rural,144686,337,0
CASE_4872,USA,2022-07-15,California,Superior Court of California,55,Female,Hispanic,High,198395,Fraud,High,2,No,Rural,43303,204,0
CASE_4873,USA,2024-01-21,Texas,Harris County District Court,22,Male,White,High,358527,Fraud,High,5,No,Rural,102481,429,0
CASE_4874,USA,2022-04-06,New York,New York City Criminal Court,67,Female,Asian,Medium,86585,Theft,Medium,1,Yes,Urban,13440,87,0
CASE_4875,USA,2022-12-31,California,Superior Court of California,37,Female,Asian,Low,16777,Fraud,Low,5,Yes,Rural,4250,166,1
CASE_4876,USA,2023-12-03,Texas,Harris County District Court,39,Female,Asian,High,426932,Theft,High,5,No,Urban,146591,316,0
CASE_4877,USA,2022-08-20,Texas,Harris County District Court,54,Male,Hispanic,Low,28569,Theft,Low,3,Yes,Rural,2435,136,1
CASE_4878,USA,2022-11-15,Illinois,Cook County Circuit Court,38,Female,Black,High,287144,Theft,Medium,2,Yes,Rural,26609,159,1
CASE_4879,USA,2022-01-28,Illinois,Cook County Circuit Court,24,Female,White,High,165406,WhiteCollar,Medium,2,Yes,Rural,7128,350,1
CASE_4880,USA,2023-06-15,New York,New York City Criminal Court,68,Male,Asian,High,499965,Assault,Medium,5,No,Rural,15377,415,1
CASE_4881,USA,2023-07-22,New York,New York City Criminal Court,69,Male,Asian,Low,29139,WhiteCollar,Low,3,No,Urban,1837,371,1
CASE_4882,USA,2023-11-21,New York,New York City Criminal Court,36,Female,White,High,279708,Theft,Medium,5,Yes,Urban,22828,305,0
CASE_4883,USA,2023-05-26,Illinois,Cook County Circuit Court,25,Female,Black,Medium,40036,Fraud,Medium,3,Yes,Rural,14596,42,1
CASE_4884,USA,2022-12-20,New York,New York City Criminal Court,69,Male,Hispanic,High,241483,Theft,High,3,No,Rural,40923,101,0
CASE_4885,USA,2022-03-14,California,Superior Court of California,31,Male,Asian,High,457011,Fraud,High,5,Yes,Rural,64372,105,0
CASE_4886,USA,2022-03-26,Arizona,Maricopa County Superior Court,40,Male,White,Low,26696,Theft,Low,3,No,Urban,5498,100,1
CASE_4887,USA,2023-07-31,New York,New York City Criminal Court,54,Female,Native American,High,379689,Assault,High,4,Yes,Urban,130824,152,0
CASE_4888,USA,2023-02-07,Illinois,Cook County Circuit Court,70,Female,White,High,428653,Assault,Low,2,Yes,Rural,4520,123,1
CASE_4889,USA,2023-02-04,New York,New York City Criminal Court,54,Male,Black,Medium,81340,Fraud,Low,3,Yes,Urban,5452,31,1
CASE_4890,USA,2022-08-15,Arizona,Maricopa County Superior Court,37,Male,Asian,Medium,79578,Theft,Low,2,Yes,Rural,3457,297,1
CASE_4891,USA,2023-08-05,Texas,Harris County District Court,44,Female,Black,Medium,35054,WhiteCollar,Low,5,Yes,Urban,6185,322,1
CASE_4892,USA,2022-07-01,Texas,Harris County District Court,58,Male,Hispanic,High,454934,Fraud,Medium,1,No,Rural,19049,414,0
CASE_4893,USA,2022-11-22,Arizona,Maricopa County Superior Court,51,Female,White,Medium,36956,WhiteCollar,High,2,Yes,Urban,99196,31,0
CASE_4894,USA,2023-09-07,New York,New York City Criminal Court,56,Male,Black,Medium,51698,Theft,High,1,Yes,Urban,59952,208,1
CASE_4895,USA,2024-02-10,New York,New York City Criminal Court,45,Female,Hispanic,Medium,48082,WhiteCollar,Low,4,No,Rural,873,430,0
CASE_4896,USA,2023-12-19,California,Superior Court of California,37,Male,Asian,High,315962,Assault,Low,1,Yes,Rural,3223,328,1
CASE_4897,USA,2022-03-19,New York,New York City Criminal Court,20,Female,Hispanic,High,407462,WhiteCollar,High,1,Yes,Rural,117325,245,0
CASE_4898,USA,2023-07-05,New York,New York City Criminal Court,38,Female,Asian,Low,29409,Fraud,Medium,4,No,Rural,16726,206,0
CASE_4899,USA,2022-05-17,New York,New York City Criminal Court,26,Female,Hispanic,Low,21036,Assault,Medium,2,Yes,Urban,21262,339,1
CASE_4900,USA,2023-03-16,New York,New York City Criminal Court,61,Female,Asian,Low,26511,WhiteCollar,High,3,No,Rural,137219,480,0
CASE_4901,USA,2023-09-24,Texas,Harris County District Court,30,Male,Native American,High,482309,Theft,Low,4,Yes,Urban,773,15,1
CASE_4902,USA,2022-04-22,California,Superior Court of California,18,Male,White,High,366770,WhiteCollar,Low,5,No,Urban,4599,270,1
CASE_4903,USA,2023-02-24,New York,New York City Criminal Court,64,Female,Native American,High,292713,Fraud,Medium,5,No,Rural,9280,114,1
CASE_4904,USA,2023-11-22,Texas,Harris County District Court,46,Male,Native American,High,319163,Fraud,Medium,4,Yes,Rural,8447,68,1
CASE_4905,USA,2023-12-07,Texas,Harris County District Court,47,Female,Black,Medium,55917,WhiteCollar,High,0,No,Rural,141086,213,1
CASE_4906,USA,2022-04-11,Texas,Harris County District Court,67,Female,Native American,Low,25173,WhiteCollar,Low,1,Yes,Urban,1369,261,1
CASE_4907,USA,2022-04-03,New York,New York City Criminal Court,57,Male,Hispanic,Low,29370,Assault,Low,4,No,Urban,1367,410,0
CASE_4908,USA,2023-08-02,Illinois,Cook County Circuit Court,33,Female,White,High,230309,Fraud,Medium,0,Yes,Urban,16744,257,1
CASE_4909,USA,2022-10-21,California,Superior Court of California,43,Female,Asian,Low,32189,Theft,Medium,0,No,Urban,8518,101,1
CASE_4910,USA,2022-05-14,New York,New York City Criminal Court,41,Female,Asian,Low,22538,Fraud,Low,4,No,Rural,959,322,1
CASE_4911,USA,2022-04-18,Illinois,Cook County Circuit Court,36,Female,Asian,Medium,48934,Theft,Medium,4,Yes,Rural,18309,20,0
CASE_4912,USA,2023-07-30,California,Superior Court of California,41,Male,Asian,Low,24878,Assault,High,4,No,Urban,157381,410,0
CASE_4913,USA,2023-08-11,Illinois,Cook County Circuit Court,42,Female,Hispanic,High,440567,WhiteCollar,High,3,Yes,Rural,138969,271,0
CASE_4914,USA,2022-04-18,New York,New York City Criminal Court,28,Female,Hispanic,High,467938,WhiteCollar,Medium,3,Yes,Urban,17387,79,1
CASE_4915,USA,2023-12-29,Texas,Harris County District Court,42,Male,Asian,Low,20557,Theft,High,2,Yes,Urban,52013,317,0
CASE_4916,USA,2022-12-13,California,Superior Court of California,54,Male,Hispanic,Low,24810,Fraud,Medium,1,No,Urban,35512,236,0
CASE_4917,USA,2022-10-16,Arizona,Maricopa County Superior Court,60,Female,Native American,Low,32950,Fraud,Medium,4,Yes,Urban,24077,257,0
CASE_4918,USA,2022-05-04,New York,New York City Criminal Court,58,Female,Black,Low,29746,Fraud,High,3,No,Rural,93791,444,0
CASE_4919,USA,2023-08-14,Texas,Harris County District Court,27,Female,Hispanic,High,232609,Assault,Low,5,No,Urban,5419,314,1
CASE_4920,USA,2023-05-01,California,Superior Court of California,21,Male,Native American,High,319468,WhiteCollar,Medium,1,Yes,Rural,16184,360,1
CASE_4921,USA,2023-03-10,New York,New York City Criminal Court,67,Female,Hispanic,Low,25478,Assault,Low,1,Yes,Rural,1328,392,1
CASE_4922,USA,2023-09-26,Illinois,Cook County Circuit Court,69,Male,White,High,438684,Theft,Medium,4,No,Urban,22075,365,0
CASE_4923,USA,2023-02-15,Illinois,Cook County Circuit Court,35,Male,White,Medium,54170,WhiteCollar,High,2,No,Urban,138542,369,1
CASE_4924,USA,2023-10-16,Arizona,Maricopa County Superior Court,30,Male,White,High,193456,Fraud,High,2,Yes,Urban,60876,246,1
CASE_4925,USA,2022-04-11,Texas,Harris County District Court,67,Female,Asian,Medium,63438,Theft,Low,2,No,Rural,1705,359,1
CASE_4926,USA,2024-01-12,Texas,Harris County District Court,64,Female,Native American,High,132585,WhiteCollar,Low,5,No,Urban,4573,369,0
CASE_4927,USA,2022-10-14,Illinois,Cook County Circuit Court,35,Male,Asian,Low,20835,Fraud,High,1,No,Rural,136955,480,0
CASE_4928,USA,2023-10-20,Illinois,Cook County Circuit Court,29,Male,Hispanic,High,386893,Assault,Medium,3,Yes,Urban,21875,356,0
CASE_4929,USA,2023-07-26,Texas,Harris County District Court,46,Male,White,High,145173,WhiteCollar,Medium,4,Yes,Urban,16843,278,1
CASE_4930,USA,2022-11-03,California,Superior Court of California,30,Male,White,High,354729,Fraud,High,5,No,Urban,39452,232,0
CASE_4931,USA,2022-10-19,Arizona,Maricopa County Superior Court,26,Female,Black,Low,19618,WhiteCollar,Medium,5,No,Rural,25642,464,0
CASE_4932,USA,2023-09-24,California,Superior Court of California,53,Male,Asian,High,215775,Assault,Low,5,No,Rural,2538,346,0
CASE_4933,USA,2022-10-22,Arizona,Maricopa County Superior Court,41,Female,White,Medium,41781,Fraud,High,0,Yes,Urban,96563,88,1
CASE_4934,USA,2023-04-26,New York,New York City Criminal Court,46,Male,Hispanic,High,190827,Assault,Medium,2,Yes,Urban,22345,304,1
CASE_4935,USA,2023-07-28,New York,New York City Criminal Court,42,Female,Black,Low,34229,Theft,Medium,0,No,Rural,19334,206,1
CASE_4936,USA,2023-10-25,Illinois,Cook County Circuit Court,21,Male,Black,High,134019,Fraud,High,3,Yes,Rural,101366,317,1
CASE_4937,USA,2022-07-26,New York,New York City Criminal Court,39,Female,White,Medium,54449,Assault,High,0,Yes,Rural,100313,295,1
CASE_4938,USA,2022-03-03,New York,New York City Criminal Court,37,Female,Asian,Medium,47588,Assault,Medium,3,No,Rural,15750,371,0
CASE_4939,USA,2023-08-07,California,Superior Court of California,31,Male,Black,High,268462,WhiteCollar,High,3,Yes,Urban,46265,256,1
CASE_4940,USA,2022-06-07,Illinois,Cook County Circuit Court,43,Male,Hispanic,Medium,55351,Theft,High,3,Yes,Urban,92256,173,0
CASE_4941,USA,2022-02-10,Illinois,Cook County Circuit Court,22,Male,Native American,High,360752,Theft,Medium,3,No,Rural,15211,117,1
CASE_4942,USA,2022-09-09,Texas,Harris County District Court,55,Male,White,Medium,52567,Assault,Low,1,Yes,Urban,2414,222,1
CASE_4943,USA,2022-09-03,Arizona,Maricopa County Superior Court,54,Male,Hispanic,Low,23205,Assault,Medium,5,Yes,Urban,8982,205,0
CASE_4944,USA,2022-07-31,Arizona,Maricopa County Superior Court,59,Male,Black,High,197873,Theft,High,1,No,Urban,100110,227,0
CASE_4945,USA,2022-03-16,California,Superior Court of California,37,Male,Native American,Low,31725,Theft,Low,3,Yes,Rural,4786,367,1
CASE_4946,USA,2022-11-20,Arizona,Maricopa County Superior Court,57,Male,Hispanic,High,337585,Theft,Medium,3,No,Urban,26838,384,1
CASE_4947,USA,2022-02-21,Illinois,Cook County Circuit Court,54,Male,Black,High,104201,Fraud,Medium,0,No,Rural,6542,352,1
CASE_4948,USA,2023-10-31,California,Superior Court of California,36,Male,Native American,High,430925,Assault,High,5,Yes,Urban,33272,102,0
CASE_4949,USA,2022-02-03,Illinois,Cook County Circuit Court,31,Male,Native American,High,129136,Assault,Medium,4,No,Urban,18572,293,0
CASE_4950,USA,2023-09-12,New York,New York City Criminal Court,49,Male,Black,Medium,37901,WhiteCollar,High,3,Yes,Urban,174896,106,0
CASE_4951,USA,2022-09-26,New York,New York City Criminal Court,63,Female,Black,Medium,50431,Fraud,Medium,5,Yes,Rural,25282,176,1
CASE_4952,USA,2022-05-03,Arizona,Maricopa County Superior Court,61,Male,Native American,Low,23056,Fraud,High,0,No,Urban,78800,193,0
CASE_4953,USA,2023-03-01,New York,New York City Criminal Court,40,Female,Black,Medium,85325,WhiteCollar,High,4,No,Urban,44955,214,0
CASE_4954,USA,2022-02-20,Arizona,Maricopa County Superior Court,58,Female,Black,Medium,75664,Fraud,Low,0,Yes,Rural,5548,47,1
CASE_4955,USA,2023-08-04,Arizona,Maricopa County Superior Court,60,Male,White,High,340225,Fraud,Medium,4,No,Urban,17414,281,0
CASE_4956,USA,2023-06-27,California,Superior Court of California,52,Female,Native American,High,142369,Fraud,Low,2,No,Urban,1635,416,1
CASE_4957,USA,2022-01-08,California,Superior Court of California,45,Female,Black,Medium,69667,WhiteCollar,Low,4,Yes,Urban,3593,376,0
CASE_4958,USA,2024-01-20,Texas,Harris County District Court,48,Male,Black,Medium,76915,WhiteCollar,High,2,No,Rural,40290,196,0
CASE_4959,USA,2022-07-01,New York,New York City Criminal Court,63,Male,Native American,Low,17960,WhiteCollar,High,2,No,Rural,122233,336,1
CASE_4960,USA,2024-02-15,Arizona,Maricopa County Superior Court,45,Female,Hispanic,High,213998,Assault,Low,2,No,Urban,5526,337,1
CASE_4961,USA,2022-12-28,New York,New York City Criminal Court,44,Female,White,Medium,47201,Assault,Medium,2,No,Urban,18781,320,1
CASE_4962,USA,2023-04-15,Illinois,Cook County Circuit Court,67,Male,Native American,Medium,66821,WhiteCollar,Medium,1,No,Urban,17172,223,0
CASE_4963,USA,2022-07-22,Arizona,Maricopa County Superior Court,35,Female,White,Medium,48601,Fraud,Medium,5,Yes,Urban,24062,141,0
CASE_4964,USA,2023-12-20,New York,New York City Criminal Court,53,Female,Hispanic,Medium,49530,Fraud,Low,1,Yes,Rural,5866,70,1
CASE_4965,USA,2022-11-19,California,Superior Court of California,68,Male,Asian,Medium,46154,WhiteCollar,High,4,No,Urban,46300,260,0
CASE_4966,USA,2022-07-06,Illinois,Cook County Circuit Court,65,Female,Black,Low,26538,Assault,High,0,No,Urban,161974,420,0
CASE_4967,USA,2023-04-04,Texas,Harris County District Court,46,Male,Hispanic,High,417807,Fraud,High,4,Yes,Rural,112897,333,1
CASE_4968,USA,2022-06-10,Arizona,Maricopa County Superior Court,67,Female,Black,Medium,79241,Assault,Medium,1,Yes,Rural,18654,233,1
CASE_4969,USA,2023-11-24,Texas,Harris County District Court,54,Female,Asian,High,324425,WhiteCollar,Medium,0,Yes,Urban,12992,66,1
CASE_4970,USA,2024-03-01,New York,New York City Criminal Court,39,Male,Asian,High,408515,Fraud,High,1,No,Urban,43526,77,0
CASE_4971,USA,2022-05-22,Texas,Harris County District Court,36,Male,Native American,Low,33583,Theft,Medium,0,No,Urban,21290,288,1
CASE_4972,USA,2022-10-03,Illinois,Cook County Circuit Court,58,Male,White,High,289839,Fraud,High,2,Yes,Urban,65178,55,1
CASE_4973,USA,2022-10-13,Texas,Harris County District Court,48,Male,Black,Low,18208,Theft,Low,4,No,Urban,2014,453,0
CASE_4974,USA,2024-01-11,New York,New York City Criminal Court,55,Female,White,High,381972,Fraud,Low,0,No,Urban,4591,77,1
CASE_4975,USA,2024-02-23,Texas,Harris County District Court,27,Male,Hispanic,High,178879,Fraud,Medium,1,No,Rural,5931,343,0
CASE_4976,USA,2022-01-17,California,Superior Court of California,59,Male,Asian,Medium,74648,WhiteCollar,Medium,1,Yes,Urban,21614,354,1
CASE_4977,USA,2023-09-16,California,Superior Court of California,31,Female,Native American,Medium,40221,Theft,High,2,Yes,Rural,31399,280,0
CASE_4978,USA,2022-04-15,Illinois,Cook County Circuit Court,32,Male,Native American,Medium,73565,Assault,High,1,Yes,Urban,97151,327,0
CASE_4979,USA,2023-09-23,California,Superior Court of California,22,Male,Native American,Low,21804,Assault,High,2,No,Rural,145574,223,0
CASE_4980,USA,2022-12-04,California,Superior Court of California,48,Male,Hispanic,High,428149,WhiteCollar,Medium,3,Yes,Urban,24956,370,1
CASE_4981,USA,2023-05-17,Texas,Harris County District Court,46,Female,Native American,Low,21339,Theft,Low,1,No,Urban,3712,213,1
CASE_4982,USA,2023-10-28,Texas,Harris County District Court,27,Female,Black,High,138657,Assault,Medium,1,No,Urban,23013,225,0
CASE_4983,USA,2023-09-04,California,Superior Court of California,29,Male,Hispanic,High,420949,Assault,Low,4,Yes,Rural,3088,250,1
CASE_4984,USA,2023-05-14,Arizona,Maricopa County Superior Court,37,Male,Black,Medium,39727,WhiteCollar,High,1,Yes,Rural,132184,146,1
CASE_4985,USA,2022-10-09,California,Superior Court of California,68,Female,Hispanic,Low,17299,Assault,Low,3,No,Rural,1747,434,1
CASE_4986,USA,2022-04-29,California,Superior Court of California,45,Male,White,High,243798,Theft,High,2,No,Rural,27645,248,0
CASE_4987,USA,2022-06-02,California,Superior Court of California,59,Male,White,Medium,36121,WhiteCollar,High,3,No,Urban,142053,293,0
CASE_4988,USA,2022-12-08,California,Superior Court of California,60,Female,Hispanic,Medium,53928,Theft,High,3,Yes,Urban,73781,269,1
CASE_4989,USA,2024-03-02,Arizona,Maricopa County Superior Court,64,Male,Black,High,273484,Assault,High,2,Yes,Urban,47988,362,0
CASE_4990,USA,2022-01-05,Arizona,Maricopa County Superior Court,59,Male,Hispanic,Low,28280,Assault,Medium,1,No,Rural,29618,304,1
CASE_4991,USA,2022-08-16,Arizona,Maricopa County Superior Court,31,Male,Asian,Low,15564,Theft,High,5,Yes,Urban,85548,379,0
CASE_4992,USA,2022-02-19,Illinois,Cook County Circuit Court,27,Male,White,Low,25956,Assault,Medium,2,No,Urban,15335,450,1
CASE_4993,USA,2022-08-29,Arizona,Maricopa County Superior Court,28,Female,Asian,Low,21753,WhiteCollar,Medium,4,No,Urban,18703,300,0
CASE_4994,USA,2022-03-29,Arizona,Maricopa County Superior Court,48,Male,Native American,High,195160,Theft,Medium,2,No,Rural,6296,300,1
CASE_4995,USA,2022-08-17,New York,New York City Criminal Court,20,Male,White,Low,31896,Assault,Medium,4,No,Rural,27244,341,0
CASE_4996,USA,2023-12-24,New York,New York City Criminal Court,50,Male,White,Medium,74804,Theft,Low,4,Yes,Urban,2181,166,1
