case_id,country,date,country_region,court_name,court_type,age,gender,ethnicity,income_level,annual_income_gbp,crime_type,severity_category,prior_cases,legal_representation,location_type,bail_amount_gbp,remand_days,bail_granted
CASE_5702,UK,2022-04-12,England,Westminster Magistrates' Court,Magistrates Court,23,Female,Black British,High,275392,Fraud,Medium,5,Yes,Urban,14094,113,1
CASE_5703,UK,2024-01-20,Wales,Cardiff Crown Court,Crown Court,20,Female,White British,Low,13691,Theft,Medium,4,Yes,Urban,12023,200,0
CASE_5704,UK,2023-12-20,England,Manchester Crown Court,Crown Court,58,Male,Other,Medium,32720,WhiteCollar,High,1,No,Rural,63535,154,0
CASE_5705,UK,2023-01-19,Wales,Cardiff Crown Court,Crown Court,29,Male,Black British,Low,18001,Fraud,Low,5,No,Rural,866,149,0
CASE_5706,UK,2022-02-22,England,Birmingham Magistrates' Court,Magistrates Court,19,Female,Asian British,High,286426,WhiteCollar,High,0,Yes,Rural,57562,180,1
CASE_5707,UK,2023-01-21,Wales,Cardiff Crown Court,Crown Court,69,Male,Asian British,Low,9759,Assault,High,5,No,Rural,60292,190,0
CASE_5708,UK,2023-01-12,England,Westminster Magistrates' Court,Magistrates Court,56,Female,Mixed,High,182413,WhiteCollar,High,1,Yes,Urban,45285,44,0
CASE_5709,UK,2022-11-21,England,Birmingham Magistrates' Court,Magistrates Court,46,Female,White British,Low,15307,Assault,High,0,No,Urban,57223,97,0
CASE_5710,UK,2023-12-04,England,Manchester Crown Court,Crown Court,55,Male,Asian British,Medium,34260,Fraud,High,2,Yes,Rural,82287,158,0
CASE_5711,UK,2022-01-07,England,Manchester Crown Court,Crown Court,20,Female,White British,Low,8878,Fraud,Medium,4,No,Urban,13150,200,0
CASE_5712,UK,2023-02-16,England,Birmingham Magistrates' Court,Magistrates Court,31,Female,White British,High,61242,Theft,High,3,Yes,Urban,26673,126,0
CASE_5713,UK,2022-12-31,England,Westminster Magistrates' Court,Magistrates Court,41,Female,White British,Low,9647,Fraud,Medium,2,Yes,Urban,12397,135,0
CASE_5714,UK,2023-04-16,England,Manchester Crown Court,Crown Court,62,Male,Other,Medium,47555,Assault,Medium,3,Yes,Urban,3242,114,1
CASE_5715,UK,2022-04-10,England,Birmingham Magistrates' Court,Magistrates Court,44,Female,Black British,Low,9755,Assault,Medium,0,Yes,Rural,6120,85,1
CASE_5716,UK,2023-08-20,Scotland,Glasgow Sheriff Court,Magistrates Court,60,Male,Black British,Low,19713,Fraud,Low,4,No,Rural,1455,140,1
CASE_5717,UK,2022-03-19,England,Manchester Crown Court,Crown Court,31,Male,Other,Low,17891,Fraud,Medium,4,No,Rural,8648,161,1
CASE_5718,UK,2022-12-25,England,Manchester Crown Court,Crown Court,65,Female,Other,Medium,25723,Assault,Medium,2,No,Rural,5084,47,0
CASE_5719,UK,2023-12-06,Wales,Cardiff Crown Court,Crown Court,39,Female,Mixed,Low,11828,Assault,High,0,Yes,Urban,19933,196,1
CASE_5720,UK,2023-11-17,Scotland,Glasgow Sheriff Court,Magistrates Court,60,Male,Black British,High,291708,Fraud,High,2,Yes,Urban,18900,68,0
CASE_5721,UK,2023-07-03,England,Manchester Crown Court,Crown Court,30,Female,Asian British,Medium,27991,Assault,High,0,Yes,Urban,41344,64,1
CASE_5722,UK,2023-05-04,England,Westminster Magistrates' Court,Magistrates Court,19,Female,White British,Low,12685,Theft,Low,3,No,Urban,1770,234,0
CASE_5723,UK,2023-03-05,England,Birmingham Magistrates' Court,Magistrates Court,27,Female,Asian British,Low,17515,Fraud,Low,2,No,Rural,2873,185,1
CASE_5724,UK,2023-11-26,England,Birmingham Magistrates' Court,Magistrates Court,35,Male,White British,Medium,31903,Theft,High,1,No,Rural,23562,58,1
CASE_5725,UK,2023-02-06,Scotland,Glasgow Sheriff Court,Magistrates Court,28,Male,Black British,Low,8703,Fraud,Low,5,No,Rural,671,184,0
CASE_5726,UK,2022-01-14,Wales,Cardiff Crown Court,Crown Court,49,Male,Mixed,High,191908,WhiteCollar,Medium,3,Yes,Rural,8535,156,1
CASE_5727,UK,2024-03-05,England,Manchester Crown Court,Crown Court,52,Male,White British,Medium,53484,Fraud,High,3,No,Urban,66959,193,0
CASE_5728,UK,2023-06-15,England,Westminster Magistrates' Court,Magistrates Court,24,Male,Black British,High,83906,Theft,Low,5,Yes,Urban,2940,119,1
CASE_5729,UK,2023-06-18,Scotland,Glasgow Sheriff Court,Magistrates Court,43,Male,Mixed,High,248015,WhiteCollar,Low,2,No,Rural,2415,173,1
CASE_5730,UK,2022-02-19,Wales,Cardiff Crown Court,Crown Court,18,Female,Other,High,222357,WhiteCollar,Low,0,No,Urban,1871,127,1
CASE_5731,UK,2023-04-28,Scotland,Glasgow Sheriff Court,Magistrates Court,56,Female,Asian British,Low,12597,Theft,Low,1,Yes,Urban,460,220,1
CASE_5732,UK,2023-05-04,Wales,Cardiff Crown Court,Crown Court,39,Male,Other,Medium,50900,Assault,Medium,5,Yes,Rural,12145,79,1
CASE_5733,UK,2023-06-06,Scotland,Glasgow Sheriff Court,Magistrates Court,67,Male,Other,High,88573,Assault,High,1,Yes,Urban,65381,138,0
CASE_5734,UK,2022-10-18,England,Birmingham Magistrates' Court,Magistrates Court,56,Male,White British,Low,9295,Theft,High,4,No,Urban,20695,127,0
CASE_5735,UK,2023-05-06,Wales,Cardiff Crown Court,Crown Court,51,Female,Other,Low,9242,Fraud,High,0,No,Rural,33386,193,1
CASE_5736,UK,2023-09-09,Scotland,Glasgow Sheriff Court,Magistrates Court,47,Male,Asian British,Low,14336,Theft,Medium,0,No,Rural,9822,141,1
CASE_5737,UK,2022-01-22,Wales,Cardiff Crown Court,Crown Court,39,Female,White British,Low,9467,Theft,Low,3,Yes,Urban,2435,74,1
CASE_5738,UK,2023-12-08,Scotland,Glasgow Sheriff Court,Magistrates Court,52,Female,White British,Low,18134,Theft,Medium,1,No,Urban,2713,194,1
CASE_5739,UK,2023-07-27,England,Westminster Magistrates' Court,Magistrates Court,50,Female,Mixed,High,169039,Theft,High,0,No,Rural,23400,47,0
CASE_5740,UK,2022-10-05,Wales,Cardiff Crown Court,Crown Court,58,Male,Mixed,Low,16781,Theft,High,3,No,Urban,49766,212,0
CASE_5741,UK,2022-01-16,England,Birmingham Magistrates' Court,Magistrates Court,52,Female,Asian British,High,210139,Fraud,Medium,1,Yes,Rural,18032,107,1
CASE_5742,UK,2023-07-26,Wales,Cardiff Crown Court,Crown Court,44,Female,Asian British,Medium,29117,Assault,Low,2,No,Urban,972,110,1
CASE_5743,UK,2023-06-24,Scotland,Glasgow Sheriff Court,Magistrates Court,66,Male,Mixed,High,287032,Fraud,Low,5,No,Urban,2220,58,1
CASE_5744,UK,2022-01-24,Wales,Cardiff Crown Court,Crown Court,65,Female,White British,Low,14664,Theft,High,4,No,Urban,26120,182,0
CASE_5745,UK,2022-06-15,England,Birmingham Magistrates' Court,Magistrates Court,24,Male,Asian British,High,293535,WhiteCollar,Medium,0,Yes,Urban,14363,95,1
CASE_5746,UK,2023-01-05,England,Manchester Crown Court,Crown Court,53,Female,Asian British,High,289549,WhiteCollar,Low,2,No,Rural,2191,206,1
CASE_5747,UK,2023-04-19,England,Westminster Magistrates' Court,Magistrates Court,26,Female,Mixed,Low,11942,Fraud,High,2,No,Urban,39671,149,0
CASE_5748,UK,2022-01-25,Wales,Cardiff Crown Court,Crown Court,57,Male,White British,Medium,36825,Fraud,Medium,4,No,Urban,10630,196,0
CASE_5749,UK,2022-12-15,Wales,Cardiff Crown Court,Crown Court,34,Female,Black British,Medium,45713,Fraud,High,0,No,Urban,56523,211,1
CASE_5750,UK,2023-09-17,England,Westminster Magistrates' Court,Magistrates Court,51,Female,Asian British,Low,12116,Assault,Low,4,No,Urban,2134,158,1
CASE_5751,UK,2023-07-21,Wales,Cardiff Crown Court,Crown Court,63,Female,Asian British,Medium,43831,Assault,Medium,3,Yes,Urban,7618,191,1
CASE_5752,UK,2022-01-23,England,Manchester Crown Court,Crown Court,35,Female,Mixed,Low,14998,Fraud,Medium,0,No,Urban,7493,247,1
CASE_5753,UK,2022-12-19,Wales,Cardiff Crown Court,Crown Court,53,Male,Other,Low,11669,Assault,High,2,No,Rural,60536,191,1
CASE_5754,UK,2022-09-01,England,Westminster Magistrates' Court,Magistrates Court,40,Female,Mixed,Medium,21370,Assault,High,1,Yes,Urban,73289,153,0
CASE_5755,UK,2023-12-20,England,Birmingham Magistrates' Court,Magistrates Court,44,Female,Mixed,High,136096,WhiteCollar,High,4,Yes,Rural,52352,142,0
CASE_5756,UK,2023-06-07,Scotland,Glasgow Sheriff Court,Magistrates Court,43,Male,Mixed,High,173102,Assault,Medium,0,No,Urban,14923,72,0
CASE_5757,UK,2022-09-11,Scotland,Glasgow Sheriff Court,Magistrates Court,48,Male,White British,High,205853,WhiteCollar,Low,1,No,Rural,1136,113,1
CASE_5758,UK,2022-10-18,England,Birmingham Magistrates' Court,Magistrates Court,34,Male,Asian British,Low,10538,Theft,Medium,4,No,Rural,14367,197,0
CASE_5759,UK,2023-05-12,Scotland,Glasgow Sheriff Court,Magistrates Court,54,Male,Asian British,Low,8939,WhiteCollar,Low,0,No,Rural,2061,250,1
CASE_5760,UK,2023-09-15,England,Westminster Magistrates' Court,Magistrates Court,45,Male,White British,Low,10016,WhiteCollar,Low,3,Yes,Urban,612,73,1
CASE_5761,UK,2022-08-31,England,Manchester Crown Court,Crown Court,36,Female,Mixed,High,195047,Fraud,Medium,3,No,Rural,11418,180,0
CASE_5762,UK,2023-09-23,England,Westminster Magistrates' Court,Magistrates Court,50,Female,White British,Low,16406,Assault,Low,3,Yes,Urban,1370,224,0
CASE_5763,UK,2023-03-15,Scotland,Glasgow Sheriff Court,Magistrates Court,33,Female,Other,High,267255,WhiteCollar,High,4,No,Urban,35129,48,0
CASE_5764,UK,2023-10-04,Scotland,Glasgow Sheriff Court,Magistrates Court,61,Male,White British,Medium,39163,WhiteCollar,High,3,Yes,Urban,66407,12,0
CASE_5765,UK,2023-05-28,Scotland,Glasgow Sheriff Court,Magistrates Court,51,Male,White British,High,216238,Fraud,High,1,No,Rural,57206,129,0
CASE_5766,UK,2023-04-19,England,Westminster Magistrates' Court,Magistrates Court,33,Female,White British,Low,12524,WhiteCollar,High,2,Yes,Rural,68437,184,0
CASE_5767,UK,2023-06-26,Wales,Cardiff Crown Court,Crown Court,41,Female,White British,High,298373,Assault,High,5,Yes,Urban,40135,65,0
CASE_5768,UK,2022-07-16,England,Birmingham Magistrates' Court,Magistrates Court,33,Male,Asian British,Medium,21659,Assault,Medium,2,No,Rural,10955,199,1
CASE_5769,UK,2023-05-01,England,Birmingham Magistrates' Court,Magistrates Court,67,Male,White British,Medium,51480,WhiteCollar,High,4,Yes,Urban,50275,99,0
CASE_5770,UK,2022-08-04,England,Manchester Crown Court,Crown Court,33,Female,White British,Low,13176,Fraud,Medium,4,No,Urban,5920,225,0
CASE_5771,UK,2022-03-28,England,Westminster Magistrates' Court,Magistrates Court,38,Male,Asian British,High,136569,Theft,Medium,5,No,Rural,4234,64,0
CASE_5772,UK,2023-03-28,England,Birmingham Magistrates' Court,Magistrates Court,37,Male,Asian British,Medium,42346,Fraud,Medium,3,No,Rural,13007,186,0
CASE_5773,UK,2022-02-09,Wales,Cardiff Crown Court,Crown Court,44,Male,Black British,Low,11339,Assault,High,0,No,Urban,77945,96,1
CASE_5774,UK,2022-10-02,Scotland,Glasgow Sheriff Court,Magistrates Court,69,Male,Black British,High,86587,Theft,High,5,No,Urban,25456,141,0
CASE_5775,UK,2023-04-02,England,Westminster Magistrates' Court,Magistrates Court,59,Male,White British,High,249643,Assault,High,3,Yes,Urban,46073,172,0
CASE_5776,UK,2023-07-31,England,Birmingham Magistrates' Court,Magistrates Court,46,Female,Asian British,High,189797,Theft,Medium,4,No,Rural,8927,124,0
CASE_5777,UK,2022-09-07,Wales,Cardiff Crown Court,Crown Court,58,Female,Other,High,82989,Theft,High,5,Yes,Urban,60410,123,0
CASE_5778,UK,2022-06-18,England,Birmingham Magistrates' Court,Magistrates Court,46,Male,Black British,High,274918,Fraud,Low,2,No,Urban,1158,134,1
CASE_5779,UK,2024-01-23,England,Manchester Crown Court,Crown Court,67,Female,White British,Low,19412,Fraud,Medium,4,No,Urban,3792,299,0
CASE_5780,UK,2023-01-08,Scotland,Glasgow Sheriff Court,Magistrates Court,32,Male,White British,Medium,54167,Assault,Low,1,Yes,Urban,769,74,1
CASE_5781,UK,2022-02-20,Scotland,Glasgow Sheriff Court,Magistrates Court,60,Male,White British,Low,12479,Fraud,Medium,1,Yes,Urban,11218,170,0
CASE_5782,UK,2023-01-04,England,Manchester Crown Court,Crown Court,67,Male,Other,High,183632,Assault,Medium,2,Yes,Urban,8463,3,1
CASE_5783,UK,2022-09-19,England,Manchester Crown Court,Crown Court,40,Female,Mixed,Low,8113,WhiteCollar,Medium,5,Yes,Rural,11117,239,1
CASE_5784,UK,2022-08-01,Wales,Cardiff Crown Court,Crown Court,48,Male,Black British,High,250605,Fraud,High,5,Yes,Rural,19287,118,0
CASE_5785,UK,2023-12-04,England,Birmingham Magistrates' Court,Magistrates Court,67,Female,White British,Low,8483,Theft,Medium,4,Yes,Urban,3747,212,0
CASE_5786,UK,2022-08-16,England,Westminster Magistrates' Court,Magistrates Court,21,Male,Black British,Medium,30820,Fraud,Medium,0,No,Urban,13836,137,1
CASE_5787,UK,2022-11-01,England,Westminster Magistrates' Court,Magistrates Court,56,Male,Mixed,High,99525,Fraud,Low,1,Yes,Urban,1011,123,1
CASE_5788,UK,2022-10-22,Scotland,Glasgow Sheriff Court,Magistrates Court,46,Male,Mixed,High,177155,Fraud,Medium,2,Yes,Urban,9873,152,1
CASE_5789,UK,2023-11-08,England,Birmingham Magistrates' Court,Magistrates Court,31,Female,Mixed,High,191183,WhiteCollar,Low,4,Yes,Rural,930,43,1
CASE_5790,UK,2022-03-22,Wales,Cardiff Crown Court,Crown Court,19,Female,Asian British,Medium,41325,Fraud,High,1,No,Urban,55388,171,0
CASE_5791,UK,2022-03-24,England,Westminster Magistrates' Court,Magistrates Court,47,Male,White British,Medium,34649,Assault,High,1,Yes,Rural,61174,165,0
CASE_5792,UK,2023-06-04,England,Birmingham Magistrates' Court,Magistrates Court,32,Female,Black British,High,211000,Fraud,High,4,No,Rural,38578,106,0
CASE_5793,UK,2022-02-03,England,Birmingham Magistrates' Court,Magistrates Court,28,Male,Asian British,Medium,29300,Theft,Low,4,Yes,Urban,1476,89,0
CASE_5794,UK,2023-06-25,England,Westminster Magistrates' Court,Magistrates Court,52,Female,Black British,High,153396,Assault,High,1,Yes,Rural,84859,102,0
CASE_5795,UK,2023-11-11,England,Birmingham Magistrates' Court,Magistrates Court,60,Male,Other,Low,10316,Fraud,High,4,No,Urban,69369,235,0
CASE_5796,UK,2023-01-04,Scotland,Glasgow Sheriff Court,Magistrates Court,64,Female,Mixed,Low,11109,Theft,High,1,Yes,Urban,60654,97,1
CASE_5797,UK,2024-02-04,Wales,Cardiff Crown Court,Crown Court,58,Female,Other,High,251632,Fraud,Low,3,No,Urban,1403,51,1
CASE_5798,UK,2022-05-05,England,Birmingham Magistrates' Court,Magistrates Court,25,Male,Mixed,High,239154,Fraud,Low,0,Yes,Urban,2466,169,1
CASE_5799,UK,2022-03-02,England,Manchester Crown Court,Crown Court,33,Female,Black British,Medium,30757,WhiteCollar,High,0,Yes,Urban,32114,14,0
CASE_5800,UK,2024-02-04,Scotland,Glasgow Sheriff Court,Magistrates Court,45,Male,White British,Medium,24229,Assault,High,2,Yes,Rural,49726,147,0
CASE_5801,UK,2022-09-11,England,Manchester Crown Court,Crown Court,37,Male,Asian British,High,125909,Fraud,Low,2,No,Urban,2652,116,1
CASE_5802,UK,2023-02-26,Scotland,Glasgow Sheriff Court,Magistrates Court,35,Male,White British,Low,15722,Fraud,Low,5,No,Urban,2232,191,0
CASE_5803,UK,2022-09-01,Wales,Cardiff Crown Court,Crown Court,59,Male,Mixed,Medium,38606,Theft,High,4,Yes,Urban,22267,63,0
CASE_5804,UK,2023-10-25,England,Birmingham Magistrates' Court,Magistrates Court,24,Female,Asian British,Medium,23491,Assault,High,4,No,Rural,91467,194,0
CASE_5805,UK,2023-04-09,Wales,Cardiff Crown Court,Crown Court,24,Male,Asian British,High,222399,Fraud,High,3,Yes,Rural,36985,172,1
CASE_5806,UK,2023-12-31,England,Birmingham Magistrates' Court,Magistrates Court,50,Female,Mixed,Medium,51445,Assault,Medium,2,No,Urban,13809,160,1
CASE_5807,UK,2023-05-29,Scotland,Glasgow Sheriff Court,Magistrates Court,21,Male,Black British,Medium,30683,Assault,Medium,4,Yes,Rural,17432,89,0
CASE_5808,UK,2022-06-28,England,Birmingham Magistrates' Court,Magistrates Court,35,Female,Black British,Low,16694,Assault,Medium,4,No,Rural,6323,200,0
CASE_5809,UK,2024-01-03,England,Birmingham Magistrates' Court,Magistrates Court,67,Female,Asian British,Medium,48247,WhiteCollar,Medium,5,No,Urban,13874,85,0
CASE_5810,UK,2022-09-03,England,Birmingham Magistrates' Court,Magistrates Court,52,Male,Asian British,High,253646,WhiteCollar,High,2,No,Urban,45662,145,0
CASE_5811,UK,2022-02-26,England,Manchester Crown Court,Crown Court,56,Male,Other,High,269211,Assault,Medium,3,No,Urban,12797,51,1
CASE_5812,UK,2023-06-16,Wales,Cardiff Crown Court,Crown Court,22,Female,Other,High,207043,Assault,Low,0,No,Urban,850,62,1
CASE_5813,UK,2022-05-04,England,Westminster Magistrates' Court,Magistrates Court,30,Male,Other,Medium,36023,Theft,High,2,No,Rural,66852,178,0
CASE_5814,UK,2022-09-25,England,Birmingham Magistrates' Court,Magistrates Court,22,Male,Other,High,196935,Theft,Low,0,Yes,Urban,782,116,1
CASE_5815,UK,2022-04-15,England,Manchester Crown Court,Crown Court,52,Female,Other,Low,18981,Fraud,Low,2,Yes,Urban,985,83,1
CASE_5816,UK,2023-04-03,Wales,Cardiff Crown Court,Crown Court,45,Female,Black British,Medium,20664,Assault,Medium,3,Yes,Urban,10976,180,1
CASE_5817,UK,2023-01-18,England,Manchester Crown Court,Crown Court,59,Female,Asian British,Medium,26165,Fraud,High,5,No,Urban,89313,94,0
CASE_5818,UK,2022-06-01,England,Manchester Crown Court,Crown Court,54,Male,Other,Medium,35853,Assault,High,2,No,Rural,32532,100,0
CASE_5819,UK,2023-04-25,Scotland,Glasgow Sheriff Court,Magistrates Court,28,Female,Mixed,High,182810,Theft,Medium,0,No,Urban,12458,41,1
CASE_5820,UK,2024-01-16,England,Westminster Magistrates' Court,Magistrates Court,29,Male,Mixed,Medium,44903,Fraud,High,0,Yes,Urban,55949,30,0
CASE_5821,UK,2022-11-15,England,Manchester Crown Court,Crown Court,49,Male,Mixed,High,160645,WhiteCollar,Medium,5,No,Rural,13313,41,0
CASE_5822,UK,2023-09-14,England,Westminster Magistrates' Court,Magistrates Court,36,Female,Black British,Low,16542,WhiteCollar,High,2,Yes,Rural,65146,155,0
CASE_5823,UK,2024-01-21,Wales,Cardiff Crown Court,Crown Court,49,Male,White British,Medium,29136,WhiteCollar,Medium,3,Yes,Rural,7161,33,1
CASE_5824,UK,2023-06-20,England,Birmingham Magistrates' Court,Magistrates Court,64,Female,Asian British,Medium,48827,Theft,Low,4,Yes,Rural,363,190,1
CASE_5825,UK,2024-03-03,England,Birmingham Magistrates' Court,Magistrates Court,37,Female,Asian British,High,71349,Assault,Low,1,Yes,Urban,1269,189,1
CASE_5826,UK,2023-05-21,Scotland,Glasgow Sheriff Court,Magistrates Court,59,Male,Asian British,High,151653,Fraud,High,2,Yes,Urban,66025,82,0
CASE_5827,UK,2023-05-26,England,Westminster Magistrates' Court,Magistrates Court,62,Female,White British,Medium,40721,Fraud,Medium,0,Yes,Rural,13234,29,1
CASE_5828,UK,2022-07-25,Scotland,Glasgow Sheriff Court,Magistrates Court,59,Female,Asian British,Low,17381,WhiteCollar,High,2,Yes,Urban,42119,199,0
CASE_5829,UK,2022-07-02,England,Birmingham Magistrates' Court,Magistrates Court,65,Female,Asian British,High,249750,WhiteCollar,High,5,Yes,Rural,29188,91,0
CASE_5830,UK,2022-05-12,Scotland,Glasgow Sheriff Court,Magistrates Court,46,Female,White British,Medium,29819,Fraud,Medium,3,Yes,Rural,10565,52,0
CASE_5831,UK,2023-11-05,England,Birmingham Magistrates' Court,Magistrates Court,63,Male,Mixed,High,160298,Fraud,High,5,No,Urban,33670,60,0
CASE_5832,UK,2022-06-30,England,Manchester Crown Court,Crown Court,45,Female,Other,High,147737,Assault,Medium,3,Yes,Urban,14958,65,1
CASE_5833,UK,2024-02-24,Wales,Cardiff Crown Court,Crown Court,36,Female,Asian British,Low,16623,Theft,Medium,4,Yes,Rural,13160,114,1
CASE_5834,UK,2023-10-24,England,Westminster Magistrates' Court,Magistrates Court,55,Male,Asian British,Medium,32644,WhiteCollar,Medium,5,No,Urban,13316,126,0
CASE_5835,UK,2022-04-01,England,Westminster Magistrates' Court,Magistrates Court,25,Female,Other,Low,16411,WhiteCollar,Low,1,No,Urban,232,83,1
CASE_5836,UK,2024-01-06,Wales,Cardiff Crown Court,Crown Court,30,Female,Asian British,Low,12707,Theft,Medium,5,Yes,Urban,6128,205,0
CASE_5837,UK,2022-08-21,Wales,Cardiff Crown Court,Crown Court,51,Female,Asian British,Medium,42025,Fraud,Low,0,No,Rural,1622,202,1
CASE_5838,UK,2022-09-09,Scotland,Glasgow Sheriff Court,Magistrates Court,30,Male,Mixed,High,280974,Assault,Medium,3,Yes,Urban,4393,52,1
CASE_5839,UK,2023-01-02,Scotland,Glasgow Sheriff Court,Magistrates Court,42,Male,Other,Low,19072,Fraud,High,0,Yes,Rural,65074,218,0
CASE_5840,UK,2022-02-16,England,Birmingham Magistrates' Court,Magistrates Court,56,Male,White British,Medium,34544,Assault,Low,5,Yes,Rural,2346,105,0
CASE_5841,UK,2023-11-18,England,Birmingham Magistrates' Court,Magistrates Court,42,Female,Asian British,High,156924,WhiteCollar,Medium,0,Yes,Urban,7333,34,1
CASE_5842,UK,2024-02-11,Wales,Cardiff Crown Court,Crown Court,55,Female,White British,Medium,22013,WhiteCollar,Low,3,Yes,Urban,661,139,1
CASE_5843,UK,2022-05-03,England,Manchester Crown Court,Crown Court,59,Female,Mixed,Low,18008,Fraud,Medium,3,Yes,Rural,6606,78,0
CASE_5844,UK,2022-05-29,England,Manchester Crown Court,Crown Court,20,Male,Other,Medium,32521,Fraud,High,4,Yes,Urban,64070,5,0
CASE_5845,UK,2023-02-20,Scotland,Glasgow Sheriff Court,Magistrates Court,61,Male,White British,High,259885,Fraud,Low,5,No,Rural,1535,215,1
CASE_5846,UK,2022-01-17,Wales,Cardiff Crown Court,Crown Court,53,Female,Asian British,Medium,44180,Assault,High,0,Yes,Urban,47109,130,1
CASE_5847,UK,2023-10-13,England,Manchester Crown Court,Crown Court,64,Male,Other,Medium,33629,Assault,High,4,Yes,Urban,60119,174,0
CASE_5848,UK,2023-06-04,Scotland,Glasgow Sheriff Court,Magistrates Court,24,Female,Mixed,Low,16011,WhiteCollar,Medium,2,No,Urban,2852,169,1
CASE_5849,UK,2022-03-22,Wales,Cardiff Crown Court,Crown Court,35,Female,White British,Low,11488,Assault,High,5,No,Urban,15842,204,0
CASE_5850,UK,2022-05-07,Wales,Cardiff Crown Court,Crown Court,21,Male,White British,Low,19165,WhiteCollar,Medium,0,Yes,Rural,9898,59,1
CASE_5851,UK,2022-09-11,England,Westminster Magistrates' Court,Magistrates Court,31,Female,Black British,High,289423,Fraud,Low,2,No,Rural,1331,193,1
CASE_5852,UK,2023-06-28,England,Westminster Magistrates' Court,Magistrates Court,42,Female,White British,Low,16825,Theft,Low,2,No,Rural,991,190,1
CASE_5853,UK,2022-08-29,England,Birmingham Magistrates' Court,Magistrates Court,52,Female,Black British,High,101153,Fraud,High,0,Yes,Rural,32005,128,1
CASE_5854,UK,2022-11-19,Wales,Cardiff Crown Court,Crown Court,60,Male,Asian British,Medium,52590,WhiteCollar,High,5,No,Rural,55585,155,0
CASE_5855,UK,2022-08-25,England,Birmingham Magistrates' Court,Magistrates Court,53,Female,Asian British,Medium,25071,Assault,High,5,No,Rural,76736,116,0
CASE_5856,UK,2022-05-29,England,Westminster Magistrates' Court,Magistrates Court,31,Male,Asian British,Low,12660,Theft,Low,5,No,Rural,989,179,0
CASE_5857,UK,2022-06-07,England,Manchester Crown Court,Crown Court,65,Female,Other,Low,12687,Assault,Medium,2,No,Urban,12866,146,0
CASE_5858,UK,2022-09-06,England,Manchester Crown Court,Crown Court,37,Male,Mixed,High,170281,WhiteCollar,High,1,Yes,Rural,57328,82,1
CASE_5859,UK,2022-06-28,Wales,Cardiff Crown Court,Crown Court,63,Male,Mixed,Low,13984,WhiteCollar,Medium,1,No,Rural,13461,93,1
CASE_5860,UK,2022-07-29,England,Westminster Magistrates' Court,Magistrates Court,43,Female,Asian British,High,294556,Theft,Medium,0,No,Rural,4589,117,1
CASE_5861,UK,2022-11-27,England,Birmingham Magistrates' Court,Magistrates Court,29,Female,Black British,High,284120,WhiteCollar,High,5,Yes,Urban,51847,30,0
CASE_5862,UK,2023-03-29,England,Manchester Crown Court,Crown Court,60,Female,Other,Low,17236,Assault,Medium,0,No,Urban,13042,148,0
CASE_5863,UK,2022-06-20,Scotland,Glasgow Sheriff Court,Magistrates Court,33,Female,White British,Medium,21965,Theft,Low,4,Yes,Rural,2058,114,1
CASE_5864,UK,2023-05-26,Wales,Cardiff Crown Court,Crown Court,29,Male,Black British,Low,13050,Fraud,Medium,2,No,Urban,16395,163,0
CASE_5865,UK,2022-02-23,Scotland,Glasgow Sheriff Court,Magistrates Court,33,Male,Black British,Low,13184,WhiteCollar,High,5,Yes,Urban,40267,137,0
CASE_5866,UK,2023-07-25,Wales,Cardiff Crown Court,Crown Court,38,Female,White British,Medium,38691,Fraud,Medium,1,No,Urban,3417,52,0
CASE_5867,UK,2022-06-25,England,Manchester Crown Court,Crown Court,62,Male,Other,High,66324,Theft,Low,2,No,Rural,1317,59,1
CASE_5868,UK,2023-12-19,England,Manchester Crown Court,Crown Court,35,Male,Mixed,Medium,31558,Assault,Medium,3,Yes,Rural,2827,142,1
CASE_5869,UK,2024-01-30,Scotland,Glasgow Sheriff Court,Magistrates Court,66,Female,White British,High,149713,Fraud,Low,4,No,Rural,1028,156,1
CASE_5870,UK,2024-01-13,Scotland,Glasgow Sheriff Court,Magistrates Court,24,Male,Mixed,High,165936,WhiteCollar,Low,1,No,Rural,1566,81,1
CASE_5871,UK,2023-11-30,England,Birmingham Magistrates' Court,Magistrates Court,68,Female,Mixed,Low,19798,WhiteCollar,High,1,No,Rural,53821,177,1
CASE_5872,UK,2022-09-06,Wales,Cardiff Crown Court,Crown Court,47,Female,Black British,Low,13276,Assault,High,4,Yes,Rural,80419,100,0
CASE_5873,UK,2022-02-05,England,Birmingham Magistrates' Court,Magistrates Court,37,Female,Other,Low,13507,WhiteCollar,Medium,1,Yes,Urban,5501,125,1
CASE_5874,UK,2024-02-26,England,Birmingham Magistrates' Court,Magistrates Court,53,Female,White British,Medium,49885,WhiteCollar,Medium,1,Yes,Urban,14980,85,0
CASE_5875,UK,2022-12-20,England,Manchester Crown Court,Crown Court,40,Female,Other,High,151379,Assault,Medium,3,No,Rural,12479,168,0
CASE_5876,UK,2022-08-07,England,Manchester Crown Court,Crown Court,58,Male,Black British,Low,15240,Theft,Low,1,No,Rural,2535,119,1
CASE_5877,UK,2023-12-19,England,Birmingham Magistrates' Court,Magistrates Court,48,Male,Black British,Medium,35263,Fraud,Low,3,Yes,Urban,2274,165,1
CASE_5878,UK,2023-05-02,England,Manchester Crown Court,Crown Court,33,Male,Mixed,Medium,33997,WhiteCollar,Medium,2,Yes,Urban,13353,156,0
